operateur;dsp;thematique;indicateur;mode;groupe_de_lignes;id_line;ligne;trimestre;annee;resultat_indicateurs_en;resultat_indicateurs_en_occurrence;objectif_reference_contrat;penalite
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Métro;;C01378;Ligne 8;T2;2025;99;;98.7;Non
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Métro;;C01382;Ligne 12;T2;2025;98.8;;98.7;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;Métro;;C01375;Ligne 5;T2;2025;100;;98.2;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;Métro;;C01380;Ligne 10;T2;2025;;;96.9;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;Métro;;C01382;Ligne 12;T2;2025;;;96.9;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;Métro;;C01384;Ligne 14;T2;2025;100;;99.1;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue à bord;RER;;C01742;RER A;T2;2025;78.9;;étalonnage;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord;RER;;C01742;RER A;T2;2025;98.5;;98.5;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;RER;;C01742;RER A;T2;2025;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale en station et gare;RER;;C01742;RER A;T2;2025;99.9;;99;Non
RATP;;Propreté;Propreté des stations et gares;RER;;C01742;RER A;T2;2025;91.1;;étalonnage;Non
RATP;;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;RER;;C01742;RER A;T2;2025;97.8;;98;Non
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;RER;;C01742;RER A;T2;2025;;;;Oui
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;RER;;C01742;RER A;T2;2025;98.8;;99;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;RER;;C01742;RER A;T2;2025;99.7;;99.5;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord;RER;;C01743;RER B;T2;2025;93.3;;89;Non
RATP;;Contact voyageurs;Délai de contact en station/gare;RER;;C01743;RER B;T2;2025;100;;97;Oui
RATP;;Accessibilité;Disponibilité des ascenseurs;RER;;C01743;RER B;T2;2025;98.8;;99.5;Non
RATP;;Accessibilité;Respect des délais de remise en service des ascenseurs;RER;;C01743;RER B;T2;2025;99.5;;99;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Tramway;;C01391;T3 A;T2;2025;100;;95;Non
RATP;;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Tramway;;C01679;T3 B;T2;2025;100;;95;Non
RATP;;Information voyageurs;Information en cas de grève;Tramway;;C01391;T3 A;T2;2025;;;;Oui
RATP;;Information voyageurs;Information en cas de grève;Tramway;;C01794;T6;T2;2025;;;;Oui
RATP;;Information voyageurs;Information en cas de travaux;Tramway;;C01684;T5;T2;2025;;;98.5;Non
RATP;;Information voyageurs;Information en cas de travaux;Tramway;;C01795;T8;T2;2025;;;98.5;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Tramway;;C01389;T1;T2;2025;89;;étalonnage;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Tramway;;C01774;T7;T2;2025;100;;99;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Tramway;;C01794;T6;T2;2025;99;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;;C01390;T2;T2;2025;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Tramway;;C01679;T3 B;T2;2025;100;;99;Non
RATP;;Information voyageurs;Information statique en situation normale aux points d'arrêt;Tramway;;C01794;T6;T2;2025;100;;98.5;Non
RATP;;Contact voyageurs;Délai de contact à distance;Tramway;;C01774;T7;T2;2025;;;;Oui
RATP;;Contact voyageurs;Délai de contact à distance;Tramway;;C01795;T8;T2;2025;;;;Oui
RATP;;Propreté;Propreté des véhicules;Tramway;;C01390;T2;T2;2025;100;;étalonnage;Non
RATP;;Propreté;Propreté des véhicules;Tramway;;C01391;T3 A;T2;2025;100;;étalonnage;Non
RATP;;Propreté;Propreté des véhicules;Tramway;;C01795;T8;T2;2025;100;;étalonnage;Non
RATP;;Propreté;Propreté des stations;Tramway;;C01390;T2;T2;2025;97.6;;étalonnage;Non
RATP;;Ventes & Validations;Disponibilité des équipements de validations;Tramway;;C01391;T3 A;T2;2025;94.7;;96;Non
RATP;;Ventes & Validations;Disponibilité des équipements de distribution;Tramway;;C01774;T7;T2;2025;99.9;;98;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;;C01389;T1;T2;2025;98.4;;98.5;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;;C01390;T2;T2;2025;100;;98.5;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;;C01391;T3 A;T2;2025;100;;98.5;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;;C01794;T6;T2;2025;100;;99;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;;C01774;T7;T2;2025;100;;99;Non
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;;C01795;T8;T2;2025;100;;99;Non
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Tramway;;C01389;T1;T2;2025;87.3;;96;Non
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Tramway;;C01795;T8;T2;2025;78.1;;94;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;Tramway;;C01391;T3 A;T2;2025;99.2;;98;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;Tramway;;C01795;T8;T2;2025;97.4;;98;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Bus en site propre;;;T2;2025;99.8;;;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus en site propre;;;T2;2025;98.6;;;Non
RATP;;Contact voyageurs;Sécurité, confort de conduite;Bus;Bus en site propre;;;T2;2025;95.8;;;Non
RATP;;Propreté;Propreté des stations;Bus;Bus en site propre;;;T2;2025;98.8;;;Non
RATP;;Accessibilité;Disponibilité des palettes UFR;Bus;Bus Paris;;;T2;2025;99.7;;;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus petite couronne;;;T2;2025;97.4;;;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Bus;Noctilien;;;T2;2025;92.4;;;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Noctilien;;;T2;2025;95.4;;;Non
RATP;;Propreté;Propreté des véhicules;Bus;Noctilien;;;T2;2025;100;;;Non
KEOLIS;22;Propreté;Propreté des stations des lignes de tramway;Tram;;C02317;T9;T2;2025;97.4;;92;Non
KEOLIS;22;Ventes et Validations;Disponibilité des appareils de validation (à bord);Tram;;C02317;T9;T2;2025;100;;97.5;Non
KEOLIS;22;Information voyageurs;Information théorique en situation normale à bord;Tram;;C02317;T9;T2;2025;100;;97;Non
RATP CAP;37;Propreté;Propreté des véhicules du tramway;Tramway;;C02528;T10;T2;2025;99.1;;92;Non
RATP CAP;37;Propreté;Propreté des stations des lignes de tramway;Tramway;;C02528;T10;T2;2025;97.4;;92;Non
RATP CAP;37;Information voyageurs;Information théorique en situation normale aux points d'arrêt;Tramway;;C02528;T10;T2;2025;100;;97;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01736;Ligne N;T1;2022;95.4;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01742;Ligne A;T2;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01729;Ligne E;T2;2022;96.8;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01737;Ligne H;T2;2022;95.9;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01739;Ligne J;T2;2022;98.8;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01736;Ligne N;T2;2022;97.1;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01730;Ligne P;T2;2022;94.3;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01742;Ligne A;T3;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01737;Ligne H;T3;2022;96.2;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01730;Ligne P;T3;2022;98.9;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01737;Ligne H;T4;2022;98.4;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01738;Ligne K;T4;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tram-train;;C01843;Ligne T4;T4;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01736;Ligne N;T1;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;Ligne P;T1;2022;98.4;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01741;Ligne U;T1;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01727;Ligne C;T2;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01736;Ligne N;T2;2022;98.7;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01729;Ligne E;T3;2022;98.6;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01739;Ligne J;T3;2022;99.1;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;Ligne P;T3;2022;94.7;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01731;Ligne R;T3;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01729;Ligne E;T4;2022;99.1;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;Ligne P;T4;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Tram-train;;C01999;Ligne T11;T4;2022;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01728;Ligne D;T1;2022;97.7;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01739;Ligne J;T1;2022;97.6;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01730;Ligne P;T1;2022;97.5;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01737;Ligne H;T2;2022;98.4;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01739;Ligne J;T2;2022;97.8;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01731;Ligne R;T2;2022;98.3;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tram-train;;C01999;Ligne T11;T2;2022;98.1;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01737;Ligne H;T3;2022;98.2;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01731;Ligne R;T3;2022;98.6;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01741;Ligne U;T4;2022;98.8;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01737;Ligne H;T1;2022;100;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01740;Ligne L;T1;2022;95.1;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01731;Ligne R;T1;2022;95.2;;93.8;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01739;Ligne J;T2;2022;90.2;;80.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tram-train;;C01999;Ligne T11;T2;2022;33.3;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01728;Ligne D;T3;2022;66.2;;82.69999999999999;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01737;Ligne H;T3;2022;92.6;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01739;Ligne J;T3;2022;86.5;;80.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01731;Ligne R;T4;2022;100;;93.8;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tram-train;;C01843;Ligne T4;T4;2022;90.6;;87.5;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;Ligne B;T1;2022;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01728;Ligne D;T1;2022;99.5;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01740;Ligne L;T1;2022;97.5;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01730;Ligne P;T1;2022;99.1;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Tram-train;;C01843;Ligne T4;T1;2022;99.7;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;Ligne B;T2;2022;99.3;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01740;Ligne L;T2;2022;99.5;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01731;Ligne R;T2;2022;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01742;Ligne A;T3;2022;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01729;Ligne E;T3;2022;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01737;Ligne H;T3;2022;99;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01740;Ligne L;T3;2022;98.4;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01730;Ligne P;T3;2022;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Tram-train;;C01999;Ligne T11;T3;2022;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;Ligne B;T4;2022;99.2;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01738;Ligne K;T4;2022;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01740;Ligne L;T4;2022;95.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01731;Ligne R;T4;2022;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01730;Ligne P;T1;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01741;Ligne U;T1;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Tram-train;;C01999;Ligne T11;T1;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01737;Ligne H;T2;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01740;Ligne L;T2;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01730;Ligne P;T2;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Tram-train;;C01843;Ligne T4;T2;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01731;Ligne R;T3;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Tram-train;;C01999;Ligne T11;T3;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01737;Ligne H;T4;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01739;Ligne J;T4;2022;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Tram-train;;C01843;Ligne T4;T4;2022;;1;;Oui
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;Ligne U;T1;2022;100;;89;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01730;Ligne P;T3;2022;97.4;;89;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01731;Ligne R;T3;2022;97.5;;89;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01729;Ligne E;T4;2022;99.3;;89;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;Ligne U;T4;2022;100;;89;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01738;Ligne K;T1;2022;95.2;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Tram-train;;C01999;Ligne T11;T1;2022;82.1;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01742;Ligne A;T2;2022;93;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01738;Ligne K;T2;2022;93.1;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01731;Ligne R;T2;2022;96.2;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01727;Ligne C;T3;2022;95;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01739;Ligne J;T3;2022;95.5;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01736;Ligne N;T3;2022;96.1;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01743;Ligne B;T4;2022;93.5;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01739;Ligne J;T4;2022;94.9;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01741;Ligne U;T4;2022;94.5;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Tram-train;;C01843;Ligne T4;T4;2022;84.5;;97;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01743;Ligne B;T1;2022;99.1;;96.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01728;Ligne D;T1;2022;98.9;;96.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01729;Ligne E;T1;2022;99;;96.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01731;Ligne R;T1;2022;99.2;;96.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Tram-train;;C01843;Ligne T4;T1;2022;94.5;;96.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01739;Ligne J;T2;2022;98.5;;96.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01738;Ligne K;T4;2022;99.5;;96.5;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01737;Ligne H;T1;2022;84.1;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01740;Ligne L;T1;2022;94.3;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01727;Ligne C;T2;2022;92.5;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01742;Ligne A;T3;2022;95.9;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01743;Ligne B;T3;2022;90;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01729;Ligne E;T3;2022;92.1;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01741;Ligne U;T3;2022;100;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01743;Ligne B;T4;2022;87.4;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01737;Ligne H;T4;2022;92.9;;93;Non
SNCF;;Propreté;Propreté des gares;RER;;C01743;Ligne B;T1;2022;93;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01739;Ligne J;T1;2022;91.1;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01738;Ligne K;T1;2022;93.7;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01730;Ligne P;T1;2022;93.8;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01737;Ligne H;T2;2022;92.4;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01730;Ligne P;T2;2022;90.9;;90;Non
SNCF;;Propreté;Propreté des gares;RER;;C01743;Ligne B;T3;2022;90.1;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01737;Ligne H;T3;2022;95.7;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01730;Ligne P;T3;2022;92.3;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01741;Ligne U;T3;2022;96.6;;90;Non
SNCF;;Propreté;Propreté des gares;RER;;C01743;Ligne B;T4;2022;94.9;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01731;Ligne R;T4;2022;95.4;;90;Non
SNCF;;Propreté;Propreté des gares;Tram-train;;C01843;Ligne T4;T4;2022;95.4;;90;Non
SNCF;;Propreté;Propreté des trains;Train;;C01736;Ligne N;T1;2022;87.5;;94;Non
SNCF;;Propreté;Propreté des trains;RER;;C01743;Ligne B;T2;2022;81.9;;94;Non
SNCF;;Propreté;Propreté des trains;RER;;C01727;Ligne C;T2;2022;83.1;;94;Non
SNCF;;Propreté;Propreté des trains;Train;;C01738;Ligne K;T2;2022;94;;94;Non
SNCF;;Propreté;Propreté des trains;Train;;C01741;Ligne U;T2;2022;89.7;;94;Non
SNCF;;Propreté;Propreté des trains;Tram-train;;C01843;Ligne T4;T2;2022;77.1;;94;Non
SNCF;;Propreté;Propreté des trains;RER;;C01729;Ligne E;T3;2022;86.3;;94;Non
SNCF;;Propreté;Propreté des trains;RER;;C01743;Ligne B;T4;2022;82.6;;94;Non
SNCF;;Propreté;Propreté des trains;Train;;C01741;Ligne U;T4;2022;91.2;;94;Non
SNCF;;Propreté;Propreté des trains;Tram-train;;C01999;Ligne T11;T4;2022;88.9;;94;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01742;Ligne A;T1;2022;81.6;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01727;Ligne C;T1;2022;75.4;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01729;Ligne E;T1;2022;68.8;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01739;Ligne J;T1;2022;85.3;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01740;Ligne L;T1;2022;83.9;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01731;Ligne R;T2;2022;78;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Tram-train;;C01999;Ligne T11;T2;2022;68.3;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01742;Ligne A;T3;2022;85.6;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01729;Ligne E;T3;2022;74.6;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01740;Ligne L;T3;2022;83.3;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01730;Ligne P;T3;2022;77.7;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01731;Ligne R;T3;2022;88.5;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01727;Ligne C;T4;2022;77.3;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01738;Ligne K;T4;2022;62.5;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01736;Ligne N;T4;2022;75.3;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01730;Ligne P;T4;2022;76.9;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01739;Ligne J;T1;2022;95.1;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01741;Ligne U;T1;2022;100;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01740;Ligne L;T2;2022;77.7;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01736;Ligne N;T2;2022;82.4;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Tram-train;;C01999;Ligne T11;T2;2022;80;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01737;Ligne H;T3;2022;86.3;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01736;Ligne N;T3;2022;80.7;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01731;Ligne R;T3;2022;84;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01743;Ligne B;T4;2022;83.5;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01736;Ligne N;T4;2022;90.5;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01730;Ligne P;T4;2022;91.5;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Tram-train;;C01999;Ligne T11;T4;2022;64.3;;97;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01742;Ligne A;T1;2022;93.4;;91;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01729;Ligne E;T1;2022;88.6;;91;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01742;Ligne A;T2;2022;75.3;;91;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01737;Ligne H;T2;2022;77.8;;91;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01739;Ligne J;T2;2022;78.3;;91;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01737;Ligne H;T3;2022;78.6;;91;Non
